工作/测试,时间,fpga时间,机械方位角,俯仰波束中心角,跟踪航迹号,CPI计数,周期计数,点迹距离,点迹方位,点迹俯仰,点迹速度,和路强度,方位强度,俯仰强度,方位差和比,俯仰差和比,波形模式,点迹多普勒标志,多普勒基底,距离基底,航向角,纵摇角,横摇角
搜索,2025-1225-17 09:18:13:300,4017579,52.04,-2.5,0,1393,448,1760,52.54,-3.02,2.4,28768.42,5976.93,3205.74,0.2,0.11,长脉冲,有效,2395.023,3250.77,0,0,0
搜索,2025-1225-17 09:18:13:300,4017579,52.04,-2.5,0,1393,448,1754,52.36,-2.87,-2.4,28179.65,3733.35,2401.87,0.13,0.08,长脉冲,有效,2158.044,2207.562,0,0,0
搜索,2025-1225-17 09:18:13:300,4017587,52.63,2.5,0,1394,448,1754,52.97,6.38,2.4,10861.33,1563.23,9029.24,0.14,0.83,长脉冲,有效,1769.682,427.33,0,0,0
搜索,2025-1225-17 09:18:13:300,4017599,54.09,12.5,0,1396,448,548,53.55,16.1,0,19080.5,4260.26,14560.4,0.22,0.76,短脉冲,无效,1522.297,1225.172,0,0,0
搜索,2025-1225-17 09:18:13:300,4017601,54.47,22.5,0,1398,448,548,54.53,19.44,0,8420.12,220.23,8361.31,0.03,0.99,短脉冲,无效,752.405,536.688,0,0,0
搜索,2025-1225-17 09:18:13:400,4017632,57.53,27.5,0,1410,448,1760,56.82,24.11,0,1363.55,400.31,1200.54,0.3,0.88,长脉冲,无效,148.648,80.603,0,0,0
搜索,2025-1225-17 09:18:13:400,4017660,60.07,12.5,0,1418,448,602,58.32,13,0,6460.3,5496.85,452.2,0.85,0.06,短脉冲,无效,486.517,913.599,0,0,0
搜索,2025-1225-17 09:18:13:400,4017671,60.97,-2.5,0,1426,448,1976,62.69,-3.72,2.4,12703.6,10149.76,2948.23,0.8,0.24,长脉冲,有效,1603.807,721.99,0,0,0
搜索,2025-1225-17 09:18:13:400,4017724,66.44,22.5,0,1442,448,308,67.62,19.09,0,2466.09,1244.96,1865.07,0.5,0.76,短脉冲,无效,194.044,194.883,0,0,0
搜索,2025-1225-17 09:18:13:500,4017733,67.01,-2.5,0,1448,448,2174,65.19,-0.92,2.4,26106.46,23621.44,7320.9,0.9,0.28,长脉冲,有效,1278.722,3828.48,0,0,0
搜索,2025-1225-17 09:18:13:500,4017752,69.03,12.5,0,1451,448,1880,70.63,9.39,0,3434.66,2498.59,3366.83,0.72,0.98,长脉冲,无效,392.737,113.51,0,0,0
搜索,2025-1225-17 09:18:13:500,4017771,70.51,2.5,0,1460,448,3049,71.31,5.11,2.4,5843.1,1957.39,3017.54,0.33,0.52,长脉冲,有效,922.237,300.587,0,0,0
搜索,2025-1225-17 09:18:13:500,4017783,72.1,12.5,0,1462,448,308,71.28,15.34,0,14031.41,4857.03,8043.96,0.35,0.57,短脉冲,无效,1191.549,1338.392,0,0,0
搜索,2025-1225-17 09:18:13:500,4017785,72.4,22.5,0,1464,448,308,72.04,26.74,0,4899.13,713.51,4463.87,0.14,0.91,短脉冲,无效,422.127,332.567,0,0,0
搜索,2025-1225-17 09:18:13:500,4017817,75.58,27.5,0,1476,448,3049,74.73,24.19,0,1295.43,464.99,903.32,0.36,0.69,长脉冲,无效,164.768,145.405,0,0,0
搜索,2025-1225-17 09:18:13:500,4017817,75.58,27.5,0,1476,448,3793,76.24,24.47,0,4605.34,1279.02,4600.34,0.28,0.99,长脉冲,无效,166.785,146.744,0,0,0
搜索,2025-1225-17 09:18:13:500,4017825,76.07,-2.5,0,1481,448,3793,75.72,-1.63,2.4,56938.33,8188.73,7867.21,0.14,0.14,长脉冲,有效,2878.476,3457.689,0,0,0
搜索,2025-1225-17 09:18:13:500,4017825,76.07,-2.5,0,1481,448,3787,75.63,-1.65,-2.4,34371.3,6239.67,4578.38,0.19,0.13,长脉冲,有效,1974.139,3080.33,0,0,0
搜索,2025-1225-17 09:18:13:500,4017825,76.07,-2.5,0,1481,448,4081,76.45,-2.14,-2.4,14731.72,2312.73,627.2,0.16,0.05,长脉冲,有效,772.83,2169.232,0,0,0
搜索,2025-1225-17 09:18:13:600,4017856,79.03,-2.5,0,1492,448,2582,79.3,-2.04,2.4,41756.26,4748.91,2584.24,0.11,0.06,长脉冲,有效,2008.987,3902.841,0,0,0
搜索,2025-1225-17 09:18:13:600,4017856,79.03,-2.5,0,1492,448,2594,79.15,-2.17,-2.4,30065.62,1542.93,1115.34,0.05,0.03,长脉冲,有效,1311.598,3191.026,0,0,0
搜索,2025-1225-17 09:18:13:600,4017886,81.9,-2.5,0,1503,448,5346,83.2,-2.66,-2.4,1866.54,1053.48,93.25,0.57,0.05,长脉冲,有效,255.415,271.541,0,0,0
搜索,2025-1225-17 09:18:13:700,4017917,85,-2.5,0,1514,448,5346,84.21,-3.34,78,4758.51,1565.37,798.06,0.33,0.17,长脉冲,有效,745.711,636.915,0,0,0
搜索,2025-1225-17 09:18:13:700,4017955,88.6,2.5,0,1526,448,980,89.88,3.12,14.6,3252.65,1802.86,302.84,0.55,0.09,短脉冲,有效,134.209,148.004,0,0,0
搜索,2025-1225-17 09:18:13:700,4017986,91.47,2.5,0,1537,448,980,89.89,1.55,14.6,2080.63,1530.51,382.88,0.74,0.19,短脉冲,有效,115.902,143.748,0,0,0
搜索,2025-1225-17 09:18:13:800,4018031,96.38,22.5,0,1552,448,320,97.01,26.22,0,11929.43,3155.22,9468.39,0.27,0.79,短脉冲,无效,712.507,1099.33,0,0,0
搜索,2025-1225-17 09:18:13:800,4018061,99.31,17.5,0,1562,448,278,98.73,21.97,0,10533.3,2497.39,10097.09,0.24,0.96,短脉冲,无效,1243.421,904.718,0,0,0
搜索,2025-1225-17 09:18:13:800,4018091,102.28,17.5,0,1573,448,350,103.67,21.35,0,8668.82,5295.24,7147.09,0.61,0.82,短脉冲,无效,786.125,755.555,0,0,0
搜索,2025-1225-17 09:18:13:800,4018092,102.37,22.5,0,1574,448,350,103.84,26.99,0,10961.01,7177.38,10553.88,0.66,0.96,短脉冲,无效,765.434,849.642,0,0,0
搜索,2025-1225-17 09:18:16:800,4021040,30.2,17.5,0,2629,449,404,30.66,21.16,0,16194.96,3129.06,12609.7,0.19,0.77,短脉冲,无效,1304.644,1978.936,0,0,0
搜索,2025-1225-17 09:18:16:800,4021071,33.18,17.5,0,2640,449,404,33.55,14.07,0,18888.55,2938.95,15760.97,0.16,0.83,短脉冲,无效,1058.432,1548.215,0,0,0
搜索,2025-1225-17 09:18:16:800,4021072,33.29,22.5,0,2641,449,404,34.07,19.17,0,13614.64,4423.41,12392.43,0.33,0.91,短脉冲,无效,703.46,1791.104,0,0,0
搜索,2025-1225-17 09:18:16:800,4021089,34.34,2.5,0,2648,449,1215,35.83,-0.08,-2.4,1742.44,1152.57,854.33,0.66,0.49,长脉冲,有效,218.968,288.372,0,0,0
搜索,2025-1225-17 09:18:16:800,4021089,34.34,2.5,0,2648,449,1214,35.47,-0.05,-2.4,8547.14,4131.31,4131.16,0.49,0.49,短脉冲,有效,507.336,529.777,0,0,0
搜索,2025-1225-17 09:18:16:800,4021089,34.34,2.5,0,2648,449,1190,33.4,4.78,2.4,7608.45,3023.58,3318.36,0.39,0.44,短脉冲,有效,509.033,244.111,0,0,0
搜索,2025-1225-17 09:18:16:800,4021101,35.88,12.5,0,2650,449,428,34.94,10.11,0,21168.36,8451.94,9480.42,0.39,0.44,短脉冲,无效,2376.65,1184.114,0,0,0
搜索,2025-1225-17 09:18:16:800,4021112,36.78,-2.5,0,2658,449,4224,35.91,-0.33,25.6,773.82,283.91,316.09,0.36,0.41,长脉冲,有效,95.509,101.262,0,0,0
搜索,2025-1225-17 09:18:16:900,4021120,37.37,2.5,0,2659,449,4224,36.07,0.03,25.6,505.86,290.68,234.75,0.57,0.46,长脉冲,有效,84.007,83.544,0,0,0
搜索,2025-1225-17 09:18:16:900,4021133,39.18,17.5,0,2662,449,416,39.44,17.68,0,22354.29,2486.35,268.88,0.11,0.02,短脉冲,无效,1205.744,1904.28,0,0,0
搜索,2025-1225-17 09:18:16:900,4021134,39.28,22.5,0,2663,449,416,40.2,19.39,0,15609.39,6029.68,15325.97,0.39,0.98,短脉冲,无效,795.845,1286.987,0,0,0
搜索,2025-1225-17 09:18:16:900,4021173,42.92,-2.5,0,2680,449,2761,43.69,-3.24,-18.2,2547.96,820.1,382.62,0.31,0.16,长脉冲,有效,89.37,68.884,0,0,0
搜索,2025-1225-17 09:18:16:900,4021204,45.76,-2.5,0,2691,449,1502,43.92,-2.98,2.4,14965.55,13685.99,1564.66,0.91,0.11,长脉冲,有效,1257.341,2062.479,0,0,0
搜索,2025-1225-17 09:18:16:900,4021204,45.76,-2.5,0,2691,449,284,46.41,-4.09,-2.4,7517.23,2054.7,2237.81,0.27,0.3,短脉冲,有效,478.983,621.619,0,0,0
搜索,2025-1225-17 09:18:17:000,4021224,47.88,12.5,0,2694,449,668,47.1,9.19,0,10603.13,3446.18,9770.35,0.33,0.93,短脉冲,无效,1045.808,1000.596,0,0,0
搜索,2025-1225-17 09:18:17:000,4021227,48.27,27.5,0,2697,449,1502,48.07,25.03,0,1172.15,93.77,542.99,0.08,0.46,长脉冲,无效,77.508,73.085,0,0,0
搜索,2025-1225-17 09:18:17:000,4021235,48.77,-2.5,0,2702,449,284,47.98,-4.53,-2.4,3901.17,1293.42,1477.24,0.33,0.38,短脉冲,有效,268.436,173.568,0,0,0
搜索,2025-1225-17 09:18:17:000,4021296,54.77,-2.5,0,2724,449,530,54.94,-1.11,78,8211.87,587.54,1973.26,0.08,0.24,短脉冲,有效,475.323,298.17,0,0,0
搜索,2025-1225-17 09:18:17:000,4021319,57.25,27.5,0,2730,449,1760,56.2,24.06,0,1746.88,785.72,1402.25,0.46,0.8,长脉冲,无效,148.392,84.346,0,0,0
搜索,2025-1225-17 09:18:17:100,4021388,63.85,-2.5,0,2757,449,2186,63.48,-1.62,2.4,9027.77,1374.09,1262.95,0.16,0.14,长脉冲,有效,1174.436,1279.795,0,0,0
搜索,2025-1225-17 09:18:17:100,4021388,63.85,-2.5,0,2757,449,3055,62.1,-3.17,2.4,498.42,421.92,68.82,0.85,0.14,长脉冲,有效,72.436,78.57,0,0,0
搜索,2025-1225-17 09:18:17:100,4021388,63.85,-2.5,0,2757,449,4159,62.63,-3.23,78,582.88,311.58,86.06,0.54,0.14,长脉冲,有效,93.557,59.436,0,0,0
搜索,2025-1225-17 09:18:17:100,4021419,66.74,-2.5,0,2768,449,2174,68.2,-3.7,2.4,31058.13,20155.79,7135.02,0.65,0.24,长脉冲,有效,856.166,2831.462,0,0,0
搜索,2025-1225-17 09:18:17:100,4021419,66.74,-2.5,0,2768,449,1064,65.94,-3.03,-2.4,9645.17,3235.4,1102.91,0.33,0.11,短脉冲,有效,728.588,680.471,0,0,0
搜索,2025-1225-17 09:18:17:100,4021419,66.74,-2.5,0,2768,449,1058,65.58,-4.03,2.4,8431.17,4233.59,2423.01,0.5,0.28,短脉冲,有效,661.457,523.622,0,0,0
搜索,2025-1225-17 09:18:17:200,4021439,68.86,12.5,0,2771,449,314,67.31,16.5,0,5736.93,4101.06,4927.4,0.71,0.87,短脉冲,无效,480.666,159.331,0,0,0
搜索,2025-1225-17 09:18:17:200,4021450,69.73,-2.5,0,2779,449,308,69.57,-3.4,-2.4,6701.08,418.49,1188.01,0.06,0.17,短脉冲,有效,346.79,363.914,0,0,0
搜索,2025-1225-17 09:18:17:200,4021458,70.32,2.5,0,2780,449,3055,71.38,4.29,2.4,3459.07,1561.58,1132.48,0.46,0.33,长脉冲,有效,565.131,224.137,0,0,0
搜索,2025-1225-17 09:18:17:200,4021503,75.39,27.5,0,2796,449,2702,74.12,24.15,0,678.56,380.89,488.64,0.57,0.72,长脉冲,无效,84.773,76.432,0,0,0
搜索,2025-1225-17 09:18:17:200,4021503,75.39,27.5,0,2796,449,3049,74.8,24.06,0,1453.41,353.43,1178.29,0.24,0.8,长脉冲,无效,108.672,114.597,0,0,0
搜索,2025-1225-17 09:18:17:200,4021511,75.76,-2.5,0,2801,449,3787,75.31,-1.38,-2.4,30500.42,5601.64,5701.3,0.19,0.19,长脉冲,有效,1921.999,3151.171,0,0,0
搜索,2025-1225-17 09:18:17:200,4021511,75.76,-2.5,0,2801,449,3793,75.54,-1.4,2.4,44734.52,3848.68,8168.15,0.08,0.19,长脉冲,有效,2720.454,3250.307,0,0,0
搜索,2025-1225-17 09:18:17:300,4021542,78.74,-2.5,0,2812,449,2582,79.14,-1.9,2.4,28237.16,4705.85,2450.88,0.17,0.09,长脉冲,有效,1744.64,3531.314,0,0,0
搜索,2025-1225-17 09:18:17:300,4021542,78.74,-2.5,0,2812,449,2588,79.04,-2.02,-2.4,27148.56,3370.15,1779.46,0.13,0.06,长脉冲,有效,1750.099,4098.378,0,0,0
搜索,2025-1225-17 09:18:17:300,4021573,81.73,-2.5,0,2823,449,5346,83.23,-3.17,-2.4,1515.79,1011.73,209.79,0.66,0.14,长脉冲,有效,207.587,210.158,0,0,0
搜索,2025-1225-17 09:18:17:300,4021603,84.83,-2.5,0,2834,449,5346,84.28,-3.13,78,5085.55,1154.96,665.23,0.22,0.13,长脉冲,有效,756.317,600.687,0,0,0
搜索,2025-1225-17 09:18:17:400,4021634,87.76,-2.5,0,2845,449,1922,88.42,-0.99,-2.4,801.99,221.99,212.66,0.28,0.27,长脉冲,有效,60.3,108.518,0,0,0
搜索,2025-1225-17 09:18:17:400,4021642,88.33,2.5,0,2846,449,1034,89.57,2.86,13.4,10047.68,5381.02,453.22,0.54,0.05,短脉冲,有效,147.157,347.722,0,0,0
搜索,2025-1225-17 09:18:17:400,4021673,91.27,2.5,0,2857,449,410,92.34,-0.91,-2.4,6906.92,3136.17,5302.55,0.46,0.77,短脉冲,有效,454.807,403.819,0,0,0
搜索,2025-1225-17 09:18:17:400,4021673,91.27,2.5,0,2857,449,1034,89.56,2.05,13.4,6878.85,5646.66,670.08,0.82,0.09,短脉冲,有效,117.34,265.893,0,0,0
搜索,2025-1225-17 09:18:17:500,4021726,96.69,-2.5,0,2878,449,1233,96.48,-2.22,78,416.84,34.61,11.77,0.08,0.03,长脉冲,有效,65.004,65.566,0,0,0
搜索,2025-1225-17 09:18:17:500,4021778,102.01,17.5,0,2893,449,344,101.46,21.03,0,10136.78,2284.29,7565.24,0.22,0.74,短脉冲,无效,893.049,901.615,0,0,0
搜索,2025-1225-17 09:18:17:500,4021779,102.11,22.5,0,2894,449,338,102.94,19.17,0,4819.61,1681.96,3419.6,0.35,0.71,短脉冲,无效,409.127,688.383,0,0,0
搜索,2025-1225-17 09:18:19:400,4023677,287.03,7.5,0,3573,449,2839,287.68,5.53,20.7,472.63,128.83,172.85,0.27,0.36,长脉冲,有效,78.554,75.897,0,0,0
搜索,2025-1225-17 09:18:20:500,4024727,30.02,17.5,0,3949,450,356,30.55,18.98,0,18181.15,3983.04,4751.24,0.22,0.27,短脉冲,无效,1491.321,2254.473,0,0,0
搜索,2025-1225-17 09:18:20:500,4024768,33.61,-2.5,0,3967,450,1190,32.5,-2.81,-2.4,7003.85,3359.18,527.95,0.47,0.08,短脉冲,有效,484.788,336.958,0,0,0
搜索,2025-1225-17 09:18:20:500,4024775,34.18,2.5,0,3968,450,1215,35.83,0.07,-2.4,1227.84,929.54,559.07,0.76,0.46,长脉冲,有效,110.759,167.131,0,0,0
搜索,2025-1225-17 09:18:20:500,4024775,34.18,2.5,0,3968,450,1190,35.39,0.01,-2.4,6563.46,3414.94,3073.87,0.52,0.47,短脉冲,有效,421.982,219.826,0,0,0
搜索,2025-1225-17 09:18:20:500,4024791,36.21,32.5,0,3974,450,380,37.24,36.77,0,5953.55,2618.16,5465.1,0.44,0.91,短脉冲,无效,572.332,709.584,0,0,0
搜索,2025-1225-17 09:18:20:500,4024798,36.61,-2.5,0,3978,450,4326,36.75,-0.68,29.2,1599.92,94.94,528.78,0.06,0.33,长脉冲,有效,91.985,117.341,0,0,0
搜索,2025-1225-17 09:18:20:500,4024798,36.61,-2.5,0,3978,450,578,36.71,-3.84,78,7813.46,339.35,1983.99,0.05,0.25,短脉冲,有效,574.879,562.418,0,0,0
搜索,2025-1225-17 09:18:20:500,4024806,37.2,2.5,0,3979,450,4326,36.69,-0.36,29.2,1051.9,218.34,584.48,0.2,0.55,长脉冲,有效,94.396,121.758,0,0,0
搜索,2025-1225-17 09:18:20:500,4024819,39,17.5,0,3982,450,416,39.49,20.11,0,19259.99,3921.12,9957.89,0.2,0.52,短脉冲,无效,1232.751,1903.202,0,0,0
搜索,2025-1225-17 09:18:20:500,4024820,39.11,22.5,0,3983,450,416,40.09,19.32,0,13818.12,5708.63,13320.03,0.41,0.96,短脉冲,无效,750.231,1263.065,0,0,0
搜索,2025-1225-17 09:18:20:600,4024829,39.61,-2.5,0,3989,450,1202,37.99,-3.78,-2.4,9353.52,7098.69,2281.51,0.76,0.24,短脉冲,有效,594.379,428.955,0,0,0
搜索,2025-1225-17 09:18:20:600,4024860,42.64,-2.5,0,4000,450,2696,43.07,-3.36,-17,2384.57,425.07,408.29,0.17,0.17,长脉冲,有效,87.153,90.277,0,0,0
搜索,2025-1225-17 09:18:20:600,4024879,44.64,12.5,0,4003,450,1502,45.81,9.07,0,3204.6,1606.48,2659.54,0.5,0.83,长脉冲,无效,371.688,190.814,0,0,0
搜索,2025-1225-17 09:18:20:600,4024890,45.6,-2.5,0,4011,450,278,46.33,-2.19,-4.8,4740.22,1439.83,161.02,0.3,0.03,短脉冲,有效,320.82,189.447,0,0,0
搜索,2025-1225-17 09:18:20:600,4024890,45.6,-2.5,0,4011,450,290,46.72,-3.52,2.4,6799.56,3244.64,1341.35,0.47,0.2,短脉冲,有效,533.682,390.504,0,0,0
搜索,2025-1225-17 09:18:20:600,4024911,47.9,17.5,0,4015,450,476,49.48,22.08,0,5992.42,4266.26,5880.54,0.71,0.98,短脉冲,无效,251.924,595.625,0,0,0
搜索,2025-1225-17 09:18:20:600,4024912,48.01,22.5,0,4016,450,476,49.79,19.19,0,3708.31,3108.6,3411.26,0.83,0.91,短脉冲,无效,243.371,320.443,0,0,0
搜索,2025-1225-17 09:18:20:600,4024912,48.01,22.5,0,4016,450,506,47.72,19.15,0,2705.46,312.83,1946.26,0.11,0.72,短脉冲,无效,161.968,361.059,0,0,0
搜索,2025-1225-17 09:18:20:600,4024913,48.12,27.5,0,4017,450,1496,48.43,24.45,0,1564.6,202.25,944.7,0.13,0.6,长脉冲,无效,93.609,114.509,0,0,0
搜索,2025-1225-17 09:18:20:700,4024921,48.61,-2.5,0,4022,450,680,48.56,-2.13,78,9422.29,153.89,422.26,0.02,0.05,短脉冲,有效,427.567,220.464,0,0,0
搜索,2025-1225-17 09:18:20:700,4024952,51.6,-2.5,0,4033,450,1754,49.79,-3.35,-3.6,16000.68,14282.73,2691.58,0.9,0.17,长脉冲,有效,1221.141,1960.2,0,0,0
搜索,2025-1225-17 09:18:20:700,4025005,57.08,27.5,0,4050,450,1760,56.62,24.12,0,2621.77,492.63,2322.41,0.19,0.88,长脉冲,无效,214.919,137.922,0,0,0
搜索,2025-1225-17 09:18:20:700,4025013,57.55,-2.5,0,4055,450,1976,56.09,-1.06,2.4,17239.51,11427.42,4310.19,0.66,0.25,长脉冲,有效,1571.407,2606.747,0,0,0
搜索,2025-1225-17 09:18:20:700,4025013,57.55,-2.5,0,4055,450,1982,56.3,-0.96,-2.4,14986.26,8194.32,4053.27,0.55,0.27,长脉冲,有效,1409.452,2116.102,0,0,0
搜索,2025-1225-17 09:18:20:700,4025013,57.55,-2.5,0,4055,450,3067,58.54,-1.38,2.4,976.73,411.38,182.19,0.43,0.19,长脉冲,有效,82.579,107.569,0,0,0
搜索,2025-1225-17 09:18:20:800,4025033,59.6,12.5,0,4058,450,614,58.38,9.14,0,9522.31,5092.04,6890.32,0.54,0.72,短脉冲,无效,825.253,1254.106,0,0,0
搜索,2025-1225-17 09:18:20:800,4025035,60,22.5,0,4060,450,614,58.98,25.73,0,3385.37,1469.88,2274.71,0.44,0.68,短脉冲,无效,256.001,410.276,0,0,0
搜索,2025-1225-17 09:18:20:800,4025044,60.49,-2.5,0,4066,450,1970,59.39,-1.94,-3.6,18883.71,8984.16,1521.47,0.47,0.08,长脉冲,有效,1472.776,2337.735,0,0,0
搜索,2025-1225-17 09:18:20:800,4025094,65.72,12.5,0,4080,450,1064,66.08,9.42,0,2410.95,366.52,2384.37,0.16,0.99,短脉冲,无效,325.048,212.014,0,0,0
搜索,2025-1225-17 09:18:20:800,4025096,66.01,22.5,0,4082,450,308,67.89,27.15,0,2410.01,2220.27,2394.74,0.93,0.99,短脉冲,无效,238.602,158.883,0,0,0
搜索,2025-1225-17 09:18:20:800,4025106,66.58,-2.5,0,4088,450,2174,65.92,-1.29,3.6,27292.04,7523.02,5579.58,0.28,0.2,长脉冲,有效,2133.65,2053.075,0,0,0
搜索,2025-1225-17 09:18:20:900,4025125,68.6,12.5,0,4091,450,332,69.38,10.39,0,5220.73,1713.11,2048.19,0.33,0.39,短脉冲,无效,475.457,591.004,0,0,0
搜索,2025-1225-17 09:18:20:900,4025127,68.98,22.5,0,4093,450,302,68.23,19.07,0,5917.74,1865.54,4636.91,0.31,0.79,短脉冲,无效,335.454,131.896,0,0,0
搜索,2025-1225-17 09:18:20:900,4025136,69.57,-2.5,0,4099,450,1880,70.64,-0.86,2.4,15924.83,7227.04,4642.79,0.46,0.3,长脉冲,有效,1989.111,1972.511,0,0,0
搜索,2025-1225-17 09:18:20:900,4025144,70.15,2.5,0,4100,450,3055,71.68,-0.89,2.4,4200.04,2881.26,3675.61,0.69,0.88,长脉冲,有效,694.924,244.771,0,0,0
搜索,2025-1225-17 09:18:20:900,4025190,75.11,27.5,0,4116,450,3049,74.46,24.11,0,1758.27,475.74,1541.35,0.27,0.88,长脉冲,无效,97.909,117.381,0,0,0
搜索,2025-1225-17 09:18:21:000,4025219,78,22.5,0,4126,450,314,77.55,26.18,0,3757.19,698.63,2943.21,0.19,0.79,短脉冲,无效,299.281,383.891,0,0,0
搜索,2025-1225-17 09:18:21:000,4025248,80.61,12.5,0,4135,450,440,79.76,14.62,0,15997.46,5739.06,6379.19,0.36,0.39,短脉冲,无效,1762.245,1230.036,0,0,0
搜索,2025-1225-17 09:18:21:000,4025250,80.98,22.5,0,4137,450,440,80.37,27.16,0,2785.65,701.99,2775.65,0.25,0.99,短脉冲,无效,319.711,309.341,0,0,0
搜索,2025-1225-17 09:18:21:000,4025259,81.58,-2.5,0,4143,450,3595,80.81,-1.12,2.4,602.4,194.87,143.76,0.33,0.24,长脉冲,有效,93.951,84.174,0,0,0
搜索,2025-1225-17 09:18:21:000,4025290,84.56,-2.5,0,4154,450,5346,84.09,-3.13,78,5106.63,976.21,667.8,0.19,0.13,长脉冲,有效,734.418,572.439,0,0,0
搜索,2025-1225-17 09:18:21:100,4025328,88.16,2.5,0,4166,450,290,87.9,3.82,2.4,3301.32,339.63,751.82,0.11,0.22,短脉冲,有效,238.736,246.534,0,0,0
搜索,2025-1225-17 09:18:21:100,4025328,88.16,2.5,0,4166,450,1070,88.7,1.95,8.5,8141.5,1826.71,944.64,0.22,0.11,短脉冲,有效,138.366,264.728,0,0,0
搜索,2025-1225-17 09:18:21:100,4025351,90.54,-2.5,0,4176,450,434,88.69,-1.13,-2.4,3765.35,3485.8,889.58,0.93,0.24,短脉冲,有效,197.178,264.494,0,0,0
搜索,2025-1225-17 09:18:21:300,4025526,107.84,17.5,0,4235,450,410,107.41,15.09,0,5654.03,1000.78,2549.52,0.17,0.46,短脉冲,无效,546.99,387.757,0,0,0
搜索,2025-1225-17 09:18:24:200,4028443,32.48,12.5,0,5279,451,398,31.51,9.43,0,17344.92,7176.41,10581.21,0.41,0.61,短脉冲,无效,1498.288,1712.408,0,0,0
搜索,2025-1225-17 09:18:24:200,4028444,32.75,17.5,0,5280,451,392,32.99,21.52,0,13641.29,1402.02,11779.38,0.11,0.87,短脉冲,无效,875.036,1132.513,0,0,0
搜索,2025-1225-17 09:18:24:200,4028445,32.84,22.5,0,5281,451,386,33.61,19.08,0,7392.27,2380.63,5675.24,0.31,0.77,短脉冲,无效,203.365,802.524,0,0,0
搜索,2025-1225-17 09:18:24:200,4028447,33.05,32.5,0,5283,451,368,31.65,37.03,0,3977.03,2493.43,3864.22,0.63,0.98,短脉冲,无效,364.978,541.322,0,0,0
搜索,2025-1225-17 09:18:24:200,4028462,34,2.5,0,5288,451,1215,35.8,0.19,-2.4,877.93,750.39,378.2,0.85,0.43,长脉冲,有效,72.192,99.479,0,0,0
搜索,2025-1225-17 09:18:24:200,4028474,35.45,12.5,0,5290,451,410,34.65,16.48,0,16642.38,5602.7,14206.63,0.33,0.85,短脉冲,无效,1479.096,1271.626,0,0,0
搜索,2025-1225-17 09:18:24:200,4028474,35.45,12.5,0,5290,451,1202,36.54,9.18,0,1966.94,917.48,1805.35,0.47,0.91,短脉冲,无效,277.418,175.122,0,0,0
搜索,2025-1225-17 09:18:24:200,4028475,35.73,17.5,0,5291,451,380,36.27,20.64,0,20111,4569.31,13017.93,0.22,0.65,短脉冲,无效,917.145,2397.818,0,0,0
搜索,2025-1225-17 09:18:24:200,4028492,36.91,2.5,0,5299,451,4440,37.53,-0.3,31.7,942.8,244.91,508.23,0.25,0.54,长脉冲,有效,97.507,115.672,0,0,0
搜索,2025-1225-17 09:18:24:200,4028504,38.5,12.5,0,5301,451,458,38.02,11.25,0,19130.28,3725.23,4530.36,0.19,0.24,短脉冲,无效,1878.08,1565.127,0,0,0
搜索,2025-1225-17 09:18:24:200,4028506,38.8,22.5,0,5303,451,416,37.8,19.11,0,10355.78,4423.42,9122.94,0.43,0.88,短脉冲,无效,438.806,1338.355,0,0,0
搜索,2025-1225-17 09:18:24:200,4028515,39.4,-2.5,0,5309,451,1215,37.72,-4.07,2.4,2600.15,2072.6,763.5,0.8,0.3,长脉冲,有效,301.38,366.331,0,0,0
搜索,2025-1225-17 09:18:24:200,4028515,39.4,-2.5,0,5309,451,2540,38.77,-2.99,78,725.12,188.95,77.41,0.27,0.11,长脉冲,有效,114.584,96.832,0,0,0
搜索,2025-1225-17 09:18:24:200,4028515,39.4,-2.5,0,5309,451,1202,39.5,-4.46,-2.4,10023.21,426.72,3663.46,0.05,0.36,短脉冲,有效,751.956,643.58,0,0,0
搜索,2025-1225-17 09:18:24:300,4028537,41.86,22.5,0,5314,451,422,42.23,19.2,0,9416.14,1438.09,8713.42,0.16,0.93,短脉冲,无效,351.165,938.128,0,0,0
搜索,2025-1225-17 09:18:24:300,4028546,42.44,-2.5,0,5320,451,2636,42.22,-3.21,-17,3183.53,281.37,460.67,0.09,0.14,长脉冲,有效,105.486,124.023,0,0,0
搜索,2025-1225-17 09:18:24:300,4028566,44.46,12.5,0,5323,451,1502,45.89,9.06,0,2865.36,1817.4,2326.98,0.63,0.82,长脉冲,无效,355.697,156.5,0,0,0
搜索,2025-1225-17 09:18:24:300,4028577,45.33,-2.5,0,5331,451,302,46.19,-4.58,2.4,7728.31,2790.37,2999.09,0.36,0.39,短脉冲,有效,575.104,523.021,0,0,0
搜索,2025-1225-17 09:18:24:300,4028597,47.44,12.5,0,5334,451,482,46.18,14.6,0,8078.44,4465.42,3194.09,0.55,0.39,短脉冲,无效,609.67,860.196,0,0,0
搜索,2025-1225-17 09:18:24:300,4028598,47.75,22.5,0,5336,451,482,48.96,19.35,0,4468.41,2325.53,4332.08,0.52,0.98,短脉冲,无效,284.071,391.45,0,0,0
搜索,2025-1225-17 09:18:24:300,4028599,47.84,27.5,0,5337,451,1496,48.08,24.8,0,2018.02,204.42,1039.1,0.09,0.52,长脉冲,无效,113.072,164.049,0,0,0
