工作/测试,时间,fpga时间,机械方位角,俯仰波束中心角,跟踪航迹号,CPI计数,周期计数,点迹距离,点迹方位,点迹俯仰,点迹速度,和路强度,方位强度,俯仰强度,方位差和比,俯仰差和比,波形模式,点迹多普勒标志,多普勒基底,距离基底,航向角,纵摇角,横摇角
搜索,2025-1225-15 07:54:48:000,672809,40.59,17.5,0,45867,134,416,39.99,19.25,0,21781.13,5405.8,6915.38,0.25,0.31,短脉冲,无效,1727.169,2270.084,0,0,0
搜索,2025-1225-15 07:54:48:000,672810,40.68,22.5,0,45868,134,416,40.03,19.11,0,16786.1,4558.76,12420.05,0.27,0.74,短脉冲,无效,729.728,1640.366,0,0,0
搜索,2025-1225-15 07:54:48:000,672850,44.25,-2.5,0,45885,134,290,45.05,0.97,78,8933.29,2985.11,6530.35,0.33,0.72,短脉冲,有效,585.811,331.142,0,0,0
搜索,2025-1225-15 07:54:48:000,672850,44.25,-2.5,0,45885,134,446,44.52,-0.35,-75.6,4602.72,519.44,1865.43,0.11,0.41,短脉冲,有效,337.287,299.243,0,0,0
搜索,2025-1225-15 07:54:48:000,672872,46.72,27.5,0,45891,134,1496,48.47,24.47,0,2263.14,1856.84,2259.95,0.82,0.99,长脉冲,无效,127.178,153.64,0,0,0
搜索,2025-1225-15 07:54:48:000,672880,47.13,-2.5,0,45896,134,1496,46.95,-2.63,-2.4,31101.14,2200.08,1383.15,0.06,0.05,长脉冲,有效,1061.524,4473.526,0,0,0
搜索,2025-1225-15 07:54:48:000,672880,47.13,-2.5,0,45896,134,1490,47.15,-2.5,2.4,29281.84,372.97,622.76,0.02,0.02,长脉冲,有效,1001.041,3311.523,0,0,0
搜索,2025-1225-15 07:54:48:000,672900,49.29,12.5,0,45899,134,476,50.21,9.15,0,6510.62,2524.7,5861.89,0.39,0.9,短脉冲,无效,651.932,769.133,0,0,0
搜索,2025-1225-15 07:54:48:000,672911,50.2,-2.5,0,45907,134,518,49.98,-1.31,78,8319.41,735.41,1666.68,0.09,0.2,短脉冲,有效,335.745,682.051,0,0,0
搜索,2025-1225-15 07:54:48:000,672942,53.26,-2.5,0,45918,134,177,52.82,-4.21,76.8,2955.19,525.67,942.14,0.17,0.31,短脉冲,有效,241.388,211.662,0,0,0
搜索,2025-1225-15 07:54:48:000,672962,55.56,17.5,0,45922,134,548,55.99,14.06,0,12441.9,2222.9,10107.63,0.17,0.82,短脉冲,无效,1300.233,744.191,0,0,0
搜索,2025-1225-15 07:54:48:000,672963,55.65,22.5,0,45923,134,344,54.2,19.17,0,2255.6,1485.93,2053.67,0.66,0.91,短脉冲,无效,141.464,233.311,0,0,0
搜索,2025-1225-15 07:54:48:000,672972,56.22,-2.5,0,45929,134,1760,55.81,-1.82,-2.4,40763.7,6873.59,4141.66,0.17,0.09,长脉冲,有效,1700.003,3897.501,0,0,0
搜索,2025-1225-15 07:54:48:000,672972,56.22,-2.5,0,45929,134,1346,56.25,-2.44,78,6144.17,103.06,69.55,0.02,0.02,短脉冲,有效,441.514,383.697,0,0,0
搜索,2025-1225-15 07:54:48:000,672992,58.22,12.5,0,45932,134,608,58.01,15.2,0,10365.76,868.75,5577.14,0.08,0.54,短脉冲,无效,917.843,1193.052,0,0,0
搜索,2025-1225-15 07:54:48:000,673003,59.1,-2.5,0,45940,134,1976,60.01,-1.9,-2.4,29256.49,11259.78,2573.35,0.38,0.09,长脉冲,有效,1655.476,3869.16,0,0,0
搜索,2025-1225-15 07:54:48:000,673023,61.28,12.5,0,45943,134,638,60.43,10.88,0,6120.19,2187.12,1843.16,0.36,0.3,短脉冲,无效,503.252,691.118,0,0,0
搜索,2025-1225-15 07:54:48:000,673026,61.69,27.5,0,45946,134,1976,61.27,24.45,0,1021.85,176.61,1017.41,0.17,0.99,长脉冲,无效,95.067,105.747,0,0,0
搜索,2025-1225-15 07:54:48:000,673034,62.19,-2.5,0,45951,134,2186,60.83,-3.09,2.4,2328.84,1413.52,287.69,0.61,0.13,长脉冲,有效,232.671,170.362,0,0,0
搜索,2025-1225-15 07:54:48:000,673065,65.23,-2.5,0,45962,134,1076,66.68,-0.37,76.8,6418.61,4131.19,2571.09,0.65,0.39,短脉冲,有效,534.663,419.156,0,0,0
搜索,2025-1225-15 07:54:48:000,673086,67.64,22.5,0,45967,134,308,67.29,25.7,0,4019.66,566.88,2670.38,0.14,0.66,短脉冲,无效,321.235,230.023,0,0,0
搜索,2025-1225-15 07:54:48:000,673095,68.12,-2.5,0,45973,134,1880,67.21,-2.93,-2.4,10780.09,4133.12,1030.53,0.38,0.09,长脉冲,有效,1105.31,881.582,0,0,0
搜索,2025-1225-15 07:54:48:000,673095,68.12,-2.5,0,45973,134,1886,69.76,-2.82,2.4,8311.34,6258.46,641.31,0.76,0.08,长脉冲,有效,754.299,798.745,0,0,0
搜索,2025-1225-15 07:54:48:000,673095,68.12,-2.5,0,45973,134,2420,70.05,-3.11,2.4,6819.83,6563.7,869.32,0.96,0.13,长脉冲,有效,1083.005,1120.418,0,0,0
搜索,2025-1225-15 07:54:48:000,673095,68.12,-2.5,0,45973,134,2426,66.33,-3.18,-2.4,8937.74,7830.7,1246.48,0.88,0.14,长脉冲,有效,1305.868,1141.148,0,0,0
搜索,2025-1225-15 07:54:48:000,673095,68.12,-2.5,0,45973,134,308,68.01,-3.46,76.8,8898.6,364.63,1673.05,0.05,0.19,短脉冲,有效,595.854,484.615,0,0,0
搜索,2025-1225-15 07:54:48:000,673095,68.12,-2.5,0,45973,134,326,68.45,-2,78,10426.97,1458.55,714.77,0.14,0.06,短脉冲,有效,407.783,434.648,0,0,0
搜索,2025-1225-15 07:54:48:000,673095,68.12,-2.5,0,45973,134,1100,69.31,-1.86,76.8,9558.83,4871.73,908.71,0.5,0.09,短脉冲,有效,439.64,781.555,0,0,0
搜索,2025-1225-15 07:54:48:000,673115,70.24,12.5,0,45976,134,302,71.47,10.48,0,14462.77,7710.52,5408.57,0.54,0.38,短脉冲,无效,1298.109,772.781,0,0,0
搜索,2025-1225-15 07:54:48:000,673116,70.44,17.5,0,45977,134,302,71.32,21.82,0,13887.14,5148.51,12884.8,0.38,0.93,短脉冲,无效,1324.766,470.121,0,0,0
搜索,2025-1225-15 07:54:48:000,673117,70.55,22.5,0,45978,134,302,71.58,19.26,0,6850.42,2983.48,6463.97,0.44,0.94,短脉冲,无效,671.67,230.067,0,0,0
搜索,2025-1225-15 07:54:48:000,673148,73.62,22.5,0,45989,134,308,72.83,27.12,0,6299.36,2088.74,6228.29,0.33,0.99,短脉冲,无效,614.629,654.884,0,0,0
搜索,2025-1225-15 07:54:48:000,673149,73.72,27.5,0,45990,134,1880,73.69,24.14,0,1560.09,15.4,1396.75,0.02,0.9,长脉冲,无效,145.591,171.818,0,0,0
搜索,2025-1225-15 07:54:48:000,673157,74.22,-2.5,0,45995,134,3049,73.62,-1.62,2.4,34001.63,8465.45,4775.45,0.25,0.14,长脉冲,有效,1454.46,3991.684,0,0,0
搜索,2025-1225-15 07:54:48:000,673178,76.66,22.5,0,46000,134,290,76.27,26.73,0,4299.03,682.35,3911.96,0.16,0.91,短脉冲,无效,401.761,467.506,0,0,0
搜索,2025-1225-15 07:54:48:000,673207,79.25,12.5,0,46009,134,440,77.49,9.98,0,14907.34,12801.34,7054.27,0.87,0.47,短脉冲,无效,1851.495,1157.464,0,0,0
搜索,2025-1225-15 07:54:48:000,673234,81.46,7.5,0,46019,134,1832,82.76,8.31,12.1,455.49,256.98,58.03,0.57,0.13,长脉冲,有效,58.819,56.288,0,0,0
搜索,2025-1225-15 07:54:48:000,673264,84.55,7.5,0,46030,134,1820,83.88,8.88,10.9,8200.51,2296.55,1969.74,0.28,0.24,长脉冲,有效,106.118,135.465,0,0,0
搜索,2025-1225-15 07:54:48:000,673287,86.8,2.5,0,46040,134,284,87.11,0,78,8115.7,1052.51,3833.41,0.13,0.47,短脉冲,有效,438.707,187.118,0,0,0
搜索,2025-1225-15 07:54:48:000,673318,89.66,2.5,0,46051,134,284,88.53,-0.64,78,5203.33,2540.12,3307.68,0.49,0.63,短脉冲,有效,340.523,224.902,0,0,0
搜索,2025-1225-15 07:54:48:000,673423,100.5,17.5,0,46087,134,278,99.1,21.63,0,8217.88,5188.6,7300.64,0.63,0.88,短脉冲,无效,897.631,901.839,0,0,0
搜索,2025-1225-15 07:54:48:000,673424,100.59,22.5,0,46088,134,278,99.65,19.99,0,6786.55,2697.32,3199.67,0.39,0.47,短脉冲,无效,713.697,634.495,0,0,0
搜索,2025-1225-15 07:54:48:000,676402,31.12,12.5,0,47153,135,386,29.88,11.23,0,16162.45,8836.51,3861.5,0.55,0.24,短脉冲,无效,1257.699,1810.811,0,0,0
搜索,2025-1225-15 07:54:48:000,676402,31.12,12.5,0,47153,135,416,31.04,14.81,0,16000.71,485.88,7088.65,0.03,0.44,短脉冲,无效,1785.645,2069.74,0,0,0
搜索,2025-1225-15 07:54:48:000,676403,31.4,17.5,0,47154,135,398,32.32,20.9,0,16736.07,6479.79,11947.9,0.39,0.71,短脉冲,无效,1326.641,1670.041,0,0,0
搜索,2025-1225-15 07:54:48:000,676413,31.98,-2.5,0,47161,135,578,32.46,-1.93,2.4,9816.96,1976.1,797.52,0.2,0.08,短脉冲,有效,450.68,643.224,0,0,0
搜索,2025-1225-15 07:54:48:000,676434,34.29,17.5,0,47165,135,398,35.9,14.12,0,11690.45,8559.7,8574.54,0.72,0.74,短脉冲,无效,976.946,1601.255,0,0,0
搜索,2025-1225-15 07:54:48:000,676444,34.96,-2.5,0,47172,135,4488,34.06,-3.14,19.5,748.47,283.33,98.92,0.38,0.13,长脉冲,有效,98.054,120.341,0,0,0
搜索,2025-1225-15 07:54:48:000,676444,34.96,-2.5,0,47172,135,830,35.33,-3.15,78,10516.31,1638.68,1405.22,0.16,0.13,短脉冲,有效,557.931,803.458,0,0,0
搜索,2025-1225-15 07:54:48:000,676444,34.96,-2.5,0,47172,135,1232,33.92,-1.16,78,11588.8,5165.03,2670.98,0.44,0.24,短脉冲,有效,335.064,645.169,0,0,0
搜索,2025-1225-15 07:54:48:000,676451,35.54,2.5,0,47173,135,800,35.44,5.6,78,4565.26,180.41,2918.86,0.05,0.65,短脉冲,有效,316.935,169.316,0,0,0
搜索,2025-1225-15 07:54:48:000,676451,35.54,2.5,0,47173,135,1214,36.23,0.14,78,14838.45,4296.87,6551.07,0.28,0.44,短脉冲,有效,1067.288,644.82,0,0,0
搜索,2025-1225-15 07:54:48:000,676463,37.02,12.5,0,47175,135,434,36.16,14.04,0,18764.97,6829.14,5123.04,0.36,0.27,短脉冲,无效,2014.647,2121.854,0,0,0
搜索,2025-1225-15 07:54:48:000,676466,37.5,27.5,0,47178,135,608,35.77,24.08,0,1924.2,1604.21,1643.92,0.83,0.85,短脉冲,无效,226.593,253.093,0,0,0
搜索,2025-1225-15 07:54:48:000,676475,38,-2.5,0,47183,135,99,38.7,-2.16,78,2935.33,860.15,115.62,0.3,0.05,短脉冲,有效,223.866,49.759,0,0,0
搜索,2025-1225-15 07:54:48:000,676494,40.09,12.5,0,47186,135,452,38.34,14.5,0,11204.31,9475.74,4186.98,0.85,0.38,短脉冲,无效,1263.687,1480.253,0,0,0
搜索,2025-1225-15 07:54:48:000,676495,40.38,17.5,0,47187,135,416,39.96,20.17,0,20792.29,3592.92,11039.6,0.17,0.54,短脉冲,无效,1348.125,1706.195,0,0,0
搜索,2025-1225-15 07:54:48:000,676496,40.48,22.5,0,47188,135,416,41.36,19.18,0,16910.81,6299.82,15469.65,0.38,0.91,短脉冲,无效,569.614,1101.669,0,0,0
搜索,2025-1225-15 07:54:48:000,676497,40.59,27.5,0,47189,135,434,39.94,24.3,0,1869.72,500.74,1221.9,0.27,0.65,短脉冲,无效,246.274,250.535,0,0,0
搜索,2025-1225-15 07:54:48:000,676525,43.13,12.5,0,47197,135,434,42.54,9.18,0,14447.1,3506.56,10119.48,0.24,0.69,短脉冲,无效,1388.239,823.229,0,0,0
搜索,2025-1225-15 07:54:48:000,676526,43.39,17.5,0,47198,135,434,43.76,21.38,0,14647.39,2254.93,12173.82,0.16,0.83,短脉冲,无效,1230.163,1014.912,0,0,0
搜索,2025-1225-15 07:54:48:000,676527,43.39,22.5,0,47199,135,434,43.76,19.41,0,9005.32,1377.61,8877.06,0.16,0.99,短脉冲,无效,677.985,728.261,0,0,0
搜索,2025-1225-15 07:54:48:000,676536,43.97,-2.5,0,47205,135,1502,45.29,-3.06,2.4,19849.82,11385.99,2343.69,0.57,0.11,长脉冲,有效,707.413,2883.561,0,0,0
搜索,2025-1225-15 07:54:48:000,676536,43.97,-2.5,0,47205,135,278,44.08,-3.55,2.4,6454.38,314.42,1311.28,0.05,0.2,短脉冲,有效,500.81,378.179,0,0,0
搜索,2025-1225-15 07:54:48:000,676536,43.97,-2.5,0,47205,135,290,44,-5.38,76.8,7678.28,107.95,4294.73,0.02,0.57,短脉冲,有效,606.344,350.896,0,0,0
搜索,2025-1225-15 07:54:48:000,676567,46.95,-2.5,0,47216,135,1496,47.6,-2.79,2.4,17482.49,4734.93,1253.63,0.27,0.08,长脉冲,有效,1101.247,1641.25,0,0,0
搜索,2025-1225-15 07:54:48:000,676567,46.95,-2.5,0,47216,135,296,47.54,-1.03,2.4,6046.26,1485.39,1550.97,0.25,0.25,短脉冲,有效,462.006,291.928,0,0,0
搜索,2025-1225-15 07:54:48:000,676567,46.95,-2.5,0,47216,135,302,46.3,1.51,78,4990.05,1337.17,4291.27,0.27,0.87,短脉冲,有效,383.156,317.443,0,0,0
搜索,2025-1225-15 07:54:48:000,676574,47.54,2.5,0,47217,135,1502,46.06,-0.77,2.4,1746.55,1179.19,1625.95,0.68,0.93,长脉冲,有效,116.756,251.586,0,0,0
搜索,2025-1225-15 07:54:48:000,676588,49.4,22.5,0,47221,135,302,47.64,19.66,0,890.38,760.89,487.43,0.85,0.55,短脉冲,无效,108.307,114.458,0,0,0
搜索,2025-1225-15 07:54:48:000,676588,49.4,22.5,0,47221,135,476,48.65,19.21,0,7072.4,2217.29,6564.26,0.31,0.93,短脉冲,无效,304.067,486.591,0,0,0
搜索,2025-1225-15 07:54:48:000,676597,50.01,-2.5,0,47227,135,1076,50.03,-2.68,78,6153.04,64.35,329.67,0.02,0.05,短脉冲,有效,239.733,290.058,0,0,0
搜索,2025-1225-15 07:54:48:000,676617,52.1,12.5,0,47230,135,1760,53.87,9.29,0,4513.65,3757.88,4311.22,0.83,0.96,长脉冲,无效,570.838,171.052,0,0,0
搜索,2025-1225-15 07:54:48:000,676628,52.97,-2.5,0,47238,135,332,52.41,-4.89,2.4,8610.82,2002.33,3873.09,0.24,0.46,短脉冲,有效,455.276,458.731,0,0,0
搜索,2025-1225-15 07:54:48:000,676650,55.36,22.5,0,47243,135,536,54.1,19.72,0,4082.42,2267.27,2178.94,0.55,0.54,短脉冲,无效,218.847,418.913,0,0,0
搜索,2025-1225-15 07:54:48:000,676651,55.46,27.5,0,47244,135,1760,56.29,24.23,0,7521.81,2634.64,7043.41,0.35,0.93,长脉冲,无效,215.569,198.541,0,0,0
搜索,2025-1225-15 07:54:48:000,676659,55.94,-2.5,0,47249,135,1760,55.8,-1.93,-2.4,40466.57,2213.12,3321.37,0.05,0.08,长脉冲,有效,1755.406,3113.996,0,0,0
搜索,2025-1225-15 07:54:48:000,676659,55.94,-2.5,0,47249,135,1754,55.6,-1.9,2.4,35390.42,4895.7,3089.82,0.14,0.09,长脉冲,有效,1524.861,4820.109,0,0,0
搜索,2025-1225-15 07:54:48:000,676690,58.92,-2.5,0,47260,135,1976,57.66,-2.64,-2.4,39808.9,22021.46,1790.04,0.55,0.05,长脉冲,有效,1761.575,3734.061,0,0,0
搜索,2025-1225-15 07:54:48:000,676690,58.92,-2.5,0,47260,135,608,59.46,0,78,17195.31,3851.35,8398.55,0.22,0.49,短脉冲,有效,618.651,1345.497,0,0,0
搜索,2025-1225-15 07:54:48:000,676709,61.01,12.5,0,47263,135,620,59.13,11.55,0,6694.26,6373.74,1238.09,0.94,0.19,短脉冲,无效,657.43,916.396,0,0,0
搜索,2025-1225-15 07:54:48:000,676711,61.41,22.5,0,47265,135,848,62.67,26.4,0,1516.13,823.91,1266.37,0.55,0.83,短脉冲,无效,143.597,146.46,0,0,0
搜索,2025-1225-15 07:54:48:000,676751,64.97,-2.5,0,47282,135,1100,65.67,-1.08,-76.8,8784.4,2569.03,2160.58,0.3,0.25,短脉冲,有效,421.141,520.531,0,0,0
搜索,2025-1225-15 07:54:48:000,676773,67.36,22.5,0,47287,135,308,68.6,20.1,0,2764.73,1478.66,1243.15,0.54,0.46,短脉冲,无效,131.477,147.315,0,0,0
搜索,2025-1225-15 07:54:48:000,676782,67.94,-2.5,0,47293,135,1874,69.31,-4.24,2.4,3031.32,1820.86,985.03,0.6,0.33,长脉冲,有效,334.473,106.42,0,0,0
搜索,2025-1225-15 07:54:48:000,676782,67.94,-2.5,0,47293,135,1880,68.74,-3.21,-2.4,4098.14,1367.03,592.6,0.33,0.14,长脉冲,有效,436.821,102.882,0,0,0
搜索,2025-1225-15 07:54:48:000,676782,67.94,-2.5,0,47293,135,338,66.91,-0.86,78,9274.51,4086.33,2716.02,0.44,0.3,短脉冲,有效,521.164,612.574,0,0,0
搜索,2025-1225-15 07:54:48:000,676782,67.94,-2.5,0,47293,135,344,66.65,-0.55,78,9855.11,5620.52,3544.73,0.57,0.36,短脉冲,有效,590.022,739.924,0,0,0
搜索,2025-1225-15 07:54:48:000,676835,73.54,27.5,0,47310,135,1880,73.93,24.09,0,1412.22,228.13,1219.69,0.16,0.87,长脉冲,无效,121.521,149.774,0,0,0
搜索,2025-1225-15 07:54:48:000,676835,73.54,27.5,0,47310,135,2702,74.08,24.26,0,1357.82,305.7,1285.26,0.22,0.94,长脉冲,无效,111.718,119.759,0,0,0
搜索,2025-1225-15 07:54:48:000,676843,73.93,-2.5,0,47315,135,3055,74.12,-1.67,-2.4,22609.93,1831.44,2930.07,0.08,0.13,长脉冲,有效,1343.524,2970.974,0,0,0
搜索,2025-1225-15 07:54:48:000,676843,73.93,-2.5,0,47315,135,3049,73.63,-0.85,2.4,27543.86,3307.29,8080.63,0.13,0.3,长脉冲,有效,1438.504,3730.722,0,0,0
搜索,2025-1225-15 07:54:48:000,676843,73.93,-2.5,0,47315,135,3061,74.18,-1.95,-3.6,12204.87,1297.89,957.55,0.11,0.08,长脉冲,有效,822.738,1677.58,0,0,0
搜索,2025-1225-15 07:54:48:000,676874,76.97,-2.5,0,47326,135,3805,77.9,-3.11,-2.4,2940.21,1159.85,371.92,0.39,0.13,长脉冲,有效,238.639,99.826,0,0,0
搜索,2025-1225-15 07:54:48:000,676894,79.08,12.5,0,47329,135,440,77.55,9.18,0,12863.09,9041.27,11794.35,0.71,0.91,短脉冲,无效,1432.609,1525.86,0,0,0
搜索,2025-1225-15 07:54:48:000,676935,82.97,-2.5,0,47348,135,482,82.43,-3.7,-76.8,7781.21,1734.22,1778.52,0.22,0.24,短脉冲,有效,356.063,298.651,0,0,0
搜索,2025-1225-15 07:54:48:000,676935,82.97,-2.5,0,47348,135,1100,81.6,-2.89,2.4,28479.4,17481.09,2527.61,0.61,0.09,短脉冲,有效,1026.643,2326.637,0,0,0
搜索,2025-1225-15 07:54:48:000,676951,84.26,7.5,0,47350,135,1862,83.71,8.57,10.9,4582.03,1035.8,818.78,0.22,0.17,长脉冲,有效,92.747,108.019,0,0,0
搜索,2025-1225-15 07:54:48:000,676966,85.92,-2.5,0,47359,135,5340,84.76,-3.4,-2.4,2500.78,1266.66,441.72,0.5,0.17,长脉冲,有效,333.103,382.437,0,0,0
搜索,2025-1225-15 07:54:48:000,676974,86.52,2.5,0,47360,135,266,85.41,-0.22,78,3290.42,1581.82,1716.47,0.49,0.52,短脉冲,有效,247.991,208.798,0,0,0
搜索,2025-1225-15 07:54:48:000,677004,89.5,2.5,0,47371,135,296,89.44,0.07,76.8,6264.69,138.56,2849.63,0.02,0.46,短脉冲,有效,423.991,105.879,0,0,0
搜索,2025-1225-15 07:54:48:000,677027,91.89,-2.5,0,47381,135,1215,92.15,-3.26,2.4,369.15,40.41,56.65,0.11,0.16,长脉冲,有效,28.578,60.718,0,0,0
搜索,2025-1225-15 07:54:48:000,677080,97.32,22.5,0,47397,135,284,98.56,19.32,0,10804.16,5795.24,6977.7,0.54,0.65,短脉冲,无效,797.622,887.429,0,0,0
搜索,2025-1225-15 07:54:48:000,677097,98.5,2.5,0,47404,135,284,98.65,6.33,78,7877.39,513.33,6460.45,0.06,0.82,短脉冲,有效,527.659,360.549,0,0,0
搜索,2025-1225-15 07:54:48:000,677111,100.32,22.5,0,47408,135,278,98.48,19.84,0,4282.09,3949.21,2158.59,0.93,0.5,短脉冲,无效,461.232,352.488,0,0,0
搜索,2025-1225-15 07:54:48:000,677120,100.89,-2.5,0,47414,135,1215,100.56,-2.09,2.4,675.04,90.89,35.14,0.14,0.05,长脉冲,有效,32.583,104.856,0,0,0
搜索,2025-1225-15 07:54:48:000,677120,100.89,-2.5,0,47414,135,1311,100.06,-1.84,-3.6,151.65,53.18,15,0.35,0.09,长脉冲,有效,15.609,23.649,0,0,0
搜索,2025-1225-15 07:54:48:000,677141,103.28,22.5,0,47419,135,362,104.7,27.08,0,4621.48,2885.84,4528.83,0.63,0.98,短脉冲,无效,569.39,657.194,0,0,0
搜索,2025-1225-15 07:54:48:000,680088,30.94,12.5,0,48473,136,392,30.43,10.01,0,15718.72,3298.58,7371.08,0.2,0.47,短脉冲,无效,1088.569,1225.184,0,0,0
搜索,2025-1225-15 07:54:48:000,680088,30.94,12.5,0,48473,136,422,32.26,10.53,0,15179.03,8754.27,5551.67,0.58,0.36,短脉冲,无效,1197.786,1400.889,0,0,0
搜索,2025-1225-15 07:54:48:000,680089,31.15,17.5,0,48474,136,422,32.07,21.23,0,11784.56,4565.58,9372.17,0.39,0.8,短脉冲,无效,1012.64,1498.425,0,0,0
搜索,2025-1225-15 07:54:48:000,680091,31.34,27.5,0,48476,136,398,31.94,25.59,0,6996.81,1750.3,2474.33,0.25,0.35,短脉冲,无效,283.474,336.197,0,0,0
搜索,2025-1225-15 07:54:48:000,680092,31.43,32.5,0,48477,136,392,32.44,35.56,0,6093.16,2606.78,3832.46,0.43,0.63,短脉冲,无效,604.304,577.379,0,0,0
搜索,2025-1225-15 07:54:48:000,680119,33.83,12.5,0,48484,136,398,33.78,15.55,0,15915.82,295.93,9943.14,0.02,0.63,短脉冲,无效,1518.847,1418.009,0,0,0
搜索,2025-1225-15 07:54:48:000,680119,33.83,12.5,0,48484,136,428,32.85,16.85,0,17511.28,7346.1,16348.56,0.43,0.93,短脉冲,无效,2287.36,1653.375,0,0,0
搜索,2025-1225-15 07:54:48:000,680120,34.12,17.5,0,48485,136,398,33.71,21.65,0,15068.62,2504.4,13431.79,0.17,0.9,短脉冲,无效,1404.013,1588.275,0,0,0
搜索,2025-1225-15 07:54:48:000,680121,34.21,22.5,0,48486,136,398,33.73,19.24,0,10889.41,2123.01,10219.18,0.19,0.94,短脉冲,无效,507.87,912.876,0,0,0
搜索,2025-1225-15 07:54:48:000,680122,34.31,27.5,0,48487,136,404,33.4,25.68,0,4909.12,1886.29,1660.78,0.38,0.33,短脉冲,无效,350.281,471.639,0,0,0
搜索,2025-1225-15 07:54:48:000,680138,35.34,2.5,0,48493,136,1215,34.91,-0.22,-2.4,2112.46,371.47,1100.25,0.17,0.52,长脉冲,有效,339.101,295.421,0,0,0
搜索,2025-1225-15 07:54:48:000,680138,35.34,2.5,0,48493,136,1208,36.15,-0.88,78,17074.42,5813.65,12670.86,0.35,0.74,短脉冲,有效,908.582,573.89,0,0,0
搜索,2025-1225-15 07:54:48:000,680150,36.82,12.5,0,48495,136,428,36.02,15.55,0,14939.35,5020.19,9327.82,0.33,0.63,短脉冲,无效,1196.653,1380.509,0,0,0
搜索,2025-1225-15 07:54:48:000,680151,37.13,17.5,0,48496,136,416,37.94,16.65,0,14367.78,4891.74,2400.85,0.35,0.17,短脉冲,无效,898.672,1926.54,0,0,0
搜索,2025-1225-15 07:54:48:000,680152,37.22,22.5,0,48497,136,380,36.29,19.08,0,14130.93,5555.53,12093.64,0.39,0.85,短脉冲,无效,363.184,1824.258,0,0,0
搜索,2025-1225-15 07:54:48:000,680169,38.31,2.5,0,48504,136,1215,37.88,-0.2,2.4,1851.88,323.56,955.62,0.17,0.52,长脉冲,有效,294.153,194.42,0,0,0
搜索,2025-1225-15 07:54:48:000,680182,40.12,17.5,0,48507,136,416,40.26,15.72,0,26272.84,1544.37,8685.08,0.06,0.33,短脉冲,无效,1561.995,1868.396,0,0,0
搜索,2025-1225-15 07:54:48:000,680183,40.22,22.5,0,48508,136,416,40.93,19.19,0,20141.24,5991.05,18494.09,0.3,0.91,短脉冲,无效,740.867,1182.543,0,0,0
搜索,2025-1225-15 07:54:48:000,680211,42.96,12.5,0,48517,136,428,42.36,11.04,0,13012.41,3213.11,3552.83,0.25,0.27,短脉冲,无效,1197.105,1536.856,0,0,0
搜索,2025-1225-15 07:54:48:000,680213,43.26,22.5,0,48519,136,428,43.55,19.07,0,9808.83,1203.53,8296.4,0.13,0.85,短脉冲,无效,514.658,1003.381,0,0,0
搜索,2025-1225-15 07:54:48:000,680222,43.83,-2.5,0,48525,136,1496,45.02,-2.84,-2.4,15764.08,8089.99,1271.58,0.52,0.08,长脉冲,有效,578.691,2589.102,0,0,0
搜索,2025-1225-15 07:54:48:000,680222,43.83,-2.5,0,48525,136,1508,45.28,-1.9,2.4,19451.43,12545,1700.95,0.65,0.09,长脉冲,有效,604.547,1734.361,0,0,0
搜索,2025-1225-15 07:54:48:000,680222,43.83,-2.5,0,48525,136,296,43.1,-5.72,78,8186.21,2480.44,5427.98,0.3,0.66,短脉冲,有效,494.337,242.064,0,0,0
搜索,2025-1225-15 07:54:48:000,680244,46.22,22.5,0,48530,136,434,44.64,19.69,0,7270.27,5333.12,3934.61,0.74,0.54,短脉冲,无效,190.83,735.439,0,0,0
搜索,2025-1225-15 07:54:48:000,680253,46.78,-2.5,0,48536,136,123,46.86,-2.37,78,5761.23,204.72,10.63,0.03,0,短脉冲,有效,326.985,71.794,0,0,0
搜索,2025-1225-15 07:54:48:000,680253,46.78,-2.5,0,48536,136,320,46.74,-1.56,76.8,4482.41,65.37,678.48,0.02,0.16,短脉冲,有效,310.385,352.903,0,0,0
搜索,2025-1225-15 07:54:48:000,680253,46.78,-2.5,0,48536,136,1280,46.8,-2.34,78,6501.72,76.55,44.2,0.02,0,短脉冲,有效,370.116,218.69,0,0,0
搜索,2025-1225-15 07:54:48:000,680273,48.83,12.5,0,48539,136,476,47.79,10.11,0,10454.05,4661.24,4676.8,0.44,0.44,短脉冲,无效,999.09,908.426,0,0,0
搜索,2025-1225-15 07:54:48:000,680275,49.24,22.5,0,48541,136,476,48.55,19.16,0,8521.05,2438.8,6077.09,0.28,0.71,短脉冲,无效,382.534,472.259,0,0,0
搜索,2025-1225-15 07:54:48:000,680305,52.2,22.5,0,48552,136,506,51.1,19.07,0,4069.99,1923.01,3191.19,0.47,0.79,短脉冲,无效,332.506,410.859,0,0,0
搜索,2025-1225-15 07:54:48:000,680334,54.81,12.5,0,48561,136,572,55.25,17.17,0,16595.09,3018.67,16557.61,0.19,0.99,短脉冲,无效,1426.958,2021.929,0,0,0
搜索,2025-1225-15 07:54:48:000,680338,55.39,32.5,0,48565,136,344,55.69,36.51,0,1373.33,173.78,1180.62,0.13,0.87,短脉冲,无效,137.002,163.167,0,0,0
搜索,2025-1225-15 07:54:48:000,680345,55.78,-2.5,0,48569,136,1754,55.31,-1.67,2.4,28456.28,5468.09,3680.63,0.19,0.13,长脉冲,有效,1735.191,2988.514,0,0,0
